"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","62","2","0.000000","0","0"
"/OculusVR/Materials/PokeAHoleMaterial.PokeAHoleMaterial","0","0","8","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","0","8","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","24","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","8","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","74","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","12","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","0","52","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","44","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","17","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","115","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","871","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","35","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","2","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","63","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","17","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
"/Game/TheSapphire/Art/Particles/Materials/M_Dust_Particle.M_Dust_Particle","0","0","112","1","0.000000","0","0"
"/Game/TheSapphire/Art/Materials/M_Wood.M_Wood","0","0","21","1","0.000000","0","0"
"/Game/TheSapphire/Art/Materials/M_CaveMaster.M_CaveMaster","0","0","150","2","0.000000","0","0"
"/Game/TheSapphire/Art/Materials/M_Rocks.M_Rocks","0","0","21","1","0.000000","0","0"
"/Game/TheSapphire/Art/Materials/M_LightBeam.M_LightBeam","0","0","8","1","0.000000","0","0"
"/Game/TheSapphire/Art/Materials/M_Curtain.M_Curtain","0","0","48","2","0.000000","0","0"
"/Game/TheSapphire/Art/Materials/M_Foliage.M_Foliage","0","0","42","1","0.000000","0","0"
"/Game/TheSapphire/Art/Materials/M_Glass.M_Glass","0","0","40","1","0.000000","0","0"
"/Game/TheSapphire/Art/Materials/M_Water.M_Water","0","0","86","1","0.000000","0","0"
"/Game/TheSapphire/Art/Materials/M_Terrain.M_Terrain","0","0","459","5","0.000000","0","1616"
"/Game/TheSapphire/Art/Materials/M_LF_Caustics.M_LF_Caustics","0","0","17","1","0.000000","0","0"
"/Game/TheSapphire/Art/Decals/Materials/MI_D_Decals.MI_D_Decals","0","0","31","1","0.000000","0","0"
"/Game/TheSapphire/Art/Materials/M_CubeMaterial.M_CubeMaterial","0","0","21","1","0.000000","0","0"
"/Game/Pspsps_Cat/Materials/Equipment/M_Whirligig.M_Whirligig","0","0","24","1","0.000000","0","0"
"/Game/Pspsps_Cat/Materials/Environment/M_Environment_A.M_Environment_A","0","0","33","1","0.000000","0","0"
"/Game/Pspsps_Cat/Materials/Environment/M_Butterfly_A.M_Butterfly_A","0","0","56","1","0.000000","0","0"
"/Game/Pspsps_Cat/Materials/Equipment/M_Hiking_hat_A.M_Hiking_hat_A","0","0","24","1","0.000000","0","0"
"/Game/Pspsps_Cat/Materials/Equipment/M_GrassA_red.M_GrassA_red","0","0","21","1","0.000000","0","0"
"/Game/Pspsps_Cat/Materials/Equipment/M_Baton_wood.M_Baton_wood","0","0","24","1","0.000000","0","0"
"/Game/Pspsps_Cat/Materials/Equipment/M_SpadA.M_SpadA","0","0","21","1","0.000000","0","0"
"/Game/Pspsps_Cat/Meshes/Equipment/M_Pan.M_Pan","0","0","21","1","0.000000","0","0"
"/Game/Pspsps_Cat/Materials/Equipment/M_MeatA.M_MeatA","0","0","21","1","0.000000","0","0"
"/Game/Pspsps_Cat/Materials/Equipment/M_Dried_fish.M_Dried_fish","0","0","21","1","0.000000","0","0"
"/Game/Pspsps_Cat/Materials/Equipment/M_Bag_bread.M_Bag_bread","0","0","24","1","0.000000","0","0"
"/Game/GoodSky/Source/Materials/M_GoodSky_Sun_Stars.M_GoodSky_Sun_Stars","0","0","2","1","0.000000","0","0"
"/Game/GoodSky/Source/Materials/M_GoodSky_Base.M_GoodSky_Base","0","0","2","1","0.000000","0","0"
"/Game/GoodSky/Source/ArrowTool/M_GoodSky_Sun_Emissive.M_GoodSky_Sun_Emissive","0","0","8","1","0.000000","0","0"
"/Game/GoodSky/Source/Materials/M_GoodSky_Sun_Stars_Moon.M_GoodSky_Sun_Stars_Moon","0","0","2","1","0.000000","0","0"
"/Game/GoodSky/Source/Materials/M_GoodSky_Storm.M_GoodSky_Storm","0","0","2","1","0.000000","0","0"
"/Game/GoodSky/Source/Materials/M_GoodSky_Moon.M_GoodSky_Moon","0","0","2","1","0.000000","0","0"
"/Game/GoodSky/Source/ArrowTool/M_GoodSky_SkyRing_.M_GoodSky_SkyRing_","0","0","23","1","0.000000","0","0"
"/Game/AdvancedMagicFX13/EpicContent/Materials/M_DemoRoomTiles.M_DemoRoomTiles","0","0","27","1","0.000000","0","27"
"/Game/AdvancedMagicFX13/EpicContent/Materials/M_DemoWall.M_DemoWall","0","0","99","1","0.000000","0","99"
"/Game/AdvancedMagicFX13/EpicContent/Materials/M_LightTube.M_LightTube","0","0","2","1","0.000000","0","2"
"/Game/AdvancedMagicFX13/EpicContent/Materials/M_DemoWallPattern.M_DemoWallPattern","0","0","63","3","0.000000","0","63"
"/Game/AdvancedMagicFX13/EpicContent/Materials/M_Glass.M_Glass","0","0","80","2","0.000000","0","80"
"/Game/AdvancedMagicFX13/EpicContent/Materials/M_DefaultTextMaterialTranslucentUnlit.M_DefaultTextMaterialTranslucentUnlit","0","0","150","1","0.000000","0","150"
"/Game/AdvancedMagicFX13/Materials/M_ky_empty.M_ky_empty","0","0","40","1","0.000000","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_aura18.M_ky_aura18","0","0","50","1","0.000000","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_primitive_dyn02.M_ky_primitive_dyn02","0","0","126","2","0.000000","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_line.M_ky_line","0","0","30","1","0.000000","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_flare_flash.M_ky_flare_flash","0","0","96","2","0.000000","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_fire03b.M_ky_fire03b","0","0","100","2","0.000000","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_slash01_4x4.M_ky_slash01_4x4","0","0","60","1","0.000000","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_primitive.M_ky_primitive","0","0","96","1","0.000000","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_slash02_4x4.M_ky_slash02_4x4","0","0","50","1","0.000000","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_trailGround01.M_ky_trailGround01","0","0","56","1","0.000000","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_stone02.M_ky_stone02","0","0","92","1","0.000000","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_vortex03.M_ky_vortex03","0","0","48","1","0.000000","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_tornado01.M_ky_tornado01","0","0","48","1","0.000000","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_shockWave03_4x4.M_ky_shockWave03_4x4","0","0","100","2","0.000000","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_thunderForBeam.M_ky_thunderForBeam","0","0","40","1","0.000000","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_vortex04_4x4.M_ky_vortex04_4x4","0","0","108","2","0.000000","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_base_turbulence.M_ky_base_turbulence","0","0","48","1","0.000000","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_flare01_primitive.M_ky_flare01_primitive","0","0","350","6","0.000000","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_dynDust.M_ky_dynDust","0","0","48","1","0.000000","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_primitiveColor.M_ky_primitiveColor","0","0","196","3","0.000000","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_polarGlow02.M_ky_polarGlow02","0","0","40","1","0.000000","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_lensFlare02.M_ky_lensFlare02","0","0","32","1","0.000000","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_auraWall02.M_ky_auraWall02","0","0","40","1","0.000000","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_starDust.M_ky_starDust","0","0","240","3","0.000000","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_auraWall01.M_ky_auraWall01","0","0","90","2","0.000000","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_dust01.M_ky_dust01","0","0","50","1","0.000000","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_circle04.M_ky_circle04","0","0","32","1","0.000000","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_polarShockwave02.M_ky_polarShockwave02","0","0","90","2","0.000000","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_gaseous03.M_ky_gaseous03","0","0","48","1","0.000000","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_shockwave08.M_ky_shockwave08","0","0","50","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultParticle.DefaultParticle","0","0","138","1","0.000000","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_trailGround01_2.M_ky_trailGround01_2","0","0","48","1","0.000000","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_shockWave05_2.M_ky_shockWave05_2","0","0","50","1","0.000000","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_dust02.M_ky_dust02","0","0","50","1","0.000000","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_aura09.M_ky_aura09","0","0","50","1","0.000000","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_fire03b2.M_ky_fire03b2","0","0","50","1","0.000000","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_waterDust.M_ky_waterDust","0","0","162","1","0.000000","0","0"
"/Game/AdvancedMagicFX12/Materials/M_ky_sword_black.M_ky_sword_black","0","0","24","1","0.000000","0","0"
"/Game/AdvancedMagicFX12/Materials/M_ky_empty.M_ky_empty","0","0","32","1","0.000000","0","0"
"/Game/AdvancedMagicFX12/Materials/M_ky_waterDust.M_ky_waterDust","0","0","132","1","0.000000","0","0"
"/Game/AdvancedMagicFX12/Materials/M_ky_base_turbulence.M_ky_base_turbulence","0","0","40","1","0.000000","0","0"
"/Game/AdvancedMagicFX12/Materials/M_ky_primitive.M_ky_primitive","0","0","80","1","0.000000","0","0"
"/Game/AdvancedMagicFX12/Materials/M_ky_aura14.M_ky_aura14","0","0","90","2","0.000000","0","0"
"/Game/AdvancedMagicFX12/Materials/M_ky_dust02uni_4x4.M_ky_dust02uni_4x4","0","0","50","1","0.000000","0","0"
"/Game/AdvancedMagicFX12/Materials/M_ky_shockwave07.M_ky_shockwave07","0","0","40","1","0.000000","0","0"
"/Game/AdvancedMagicFX12/Materials/M_ky_turbDust.M_ky_turbDust","0","0","90","2","0.000000","0","0"
"/Game/AdvancedMagicFX12/Materials/M_ky_shockWave03_4x4.M_ky_shockWave03_4x4","0","0","80","2","0.000000","0","0"
"/Game/AdvancedMagicFX12/Materials/M_ky_ice04.M_ky_ice04","0","0","60","1","0.000000","0","0"
"/Game/AdvancedMagicFX12/Materials/M_ky_dynDust.M_ky_dynDust","0","0","40","1","0.000000","0","0"
"/Game/AdvancedMagicFX12/Materials/M_ky_noiseSmoke2.M_ky_noiseSmoke2","0","0","40","1","0.000000","0","0"
"/Game/AdvancedMagicFX12/Materials/M_ky_vortex04_4x4.M_ky_vortex04_4x4","0","0","72","2","0.000000","0","0"
"/Game/AdvancedMagicFX12/Materials/M_ky_trail_sword_attribute.M_ky_trail_sword_attribute","0","0","50","1","0.000000","0","0"
"/Game/AdvancedMagicFX12/Materials/M_ky_trail_sword.M_ky_trail_sword","0","0","50","1","0.000000","0","0"
"/Game/AdvancedMagicFX12/Materials/M_ky_trail_sword_primitive.M_ky_trail_sword_primitive","0","0","50","1","0.000000","0","0"
"/Game/Player/Pspsps_Cat/MT_Pspsps_CatSkill1.MT_Pspsps_CatSkill1","0","0","151","1","0.000000","0","0"
"/Game/GoodSky/Source/Materials/Light_Function/M_GoodSky_StormLightning_LightFunction.M_GoodSky_StormLightning_LightFunction","0","0","17","1","0.000000","0","0"
