"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/GoodSky/Source/Materials/M_GoodSky_Storm.M_GoodSky_Storm","0","2","2","1","1.350546","0","0"
"/Game/GoodSky/Source/Materials/M_GoodSky_Moon.M_GoodSky_Moon","0","2","2","1","1.098132","0","0"
"/Game/GoodSky/Source/ArrowTool/M_GoodSky_SkyRing_.M_GoodSky_SkyRing_","0","21","23","1","8.611516","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_shockWave03_4x4.M_ky_shockWave03_4x4","0","100","100","2","43.291256","0","0"
"","0","1","0","1","0.000000","433","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_vortex04_4x4.M_ky_vortex04_4x4","0","108","108","2","44.027618","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_flare_flash.M_ky_flare_flash","0","96","96","2","39.592178","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_flare01_primitive.M_ky_flare01_primitive","0","350","350","6","143.711838","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_primitive_dyn02.M_ky_primitive_dyn02","0","126","126","2","51.402969","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_starDust.M_ky_starDust","0","225","240","3","89.666946","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_primitiveColor.M_ky_primitiveColor","0","196","196","3","75.821564","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_auraWall01.M_ky_auraWall01","0","90","90","2","36.217613","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_fire03b.M_ky_fire03b","0","100","100","2","39.319580","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_polarShockwave02.M_ky_polarShockwave02","0","90","90","2","41.287453","0","0"
"/Game/AdvancedMagicFX13/EpicContent/Materials/M_DemoWallPattern.M_DemoWallPattern","0","63","63","3","39.091026","0","0"
"/Game/AdvancedMagicFX13/EpicContent/Materials/M_Glass.M_Glass","0","80","80","2","51.318439","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_thunderForBeam.M_ky_thunderForBeam","0","40","40","1","18.272190","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_empty.M_ky_empty","0","40","40","1","16.896202","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_vortex03.M_ky_vortex03","0","48","48","1","21.809462","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_tornado01.M_ky_tornado01","0","48","48","1","22.750328","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_stone02.M_ky_stone02","0","84","92","1","29.666061","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_base_turbulence.M_ky_base_turbulence","0","48","48","1","19.593903","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_line.M_ky_line","0","30","30","1","11.968511","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_dynDust.M_ky_dynDust","0","48","48","1","20.457705","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_aura18.M_ky_aura18","0","50","50","1","19.058823","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_primitive.M_ky_primitive","0","90","96","1","32.460793","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_auraWall02.M_ky_auraWall02","0","40","40","1","16.649920","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_dust01.M_ky_dust01","0","50","50","1","19.691858","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_circle04.M_ky_circle04","0","32","32","1","14.292321","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_polarGlow02.M_ky_polarGlow02","0","40","40","1","18.600115","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_lensFlare02.M_ky_lensFlare02","0","32","32","1","14.290819","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_shockwave08.M_ky_shockwave08","0","50","50","1","19.716513","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_gaseous03.M_ky_gaseous03","0","48","48","1","23.572733","0","0"
"/Engine/EngineMaterials/DefaultParticle.DefaultParticle","0","126","138","1","43.792252","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_trailGround01_2.M_ky_trailGround01_2","0","48","48","1","19.350826","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_shockWave05_2.M_ky_shockWave05_2","0","50","50","1","19.617117","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_dust02.M_ky_dust02","0","50","50","1","19.235218","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_aura09.M_ky_aura09","0","50","50","1","21.146936","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_fire03b2.M_ky_fire03b2","0","50","50","1","20.398251","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_waterDust.M_ky_waterDust","0","162","162","1","100.317146","0","0"
"/Game/AdvancedMagicFX13/EpicContent/Materials/M_DemoRoomTiles.M_DemoRoomTiles","0","26","27","1","14.273667","0","0"
"/Game/AdvancedMagicFX13/EpicContent/Materials/M_LightTube.M_LightTube","0","2","2","1","0.905378","0","0"
"/Game/AdvancedMagicFX13/EpicContent/Materials/M_DemoWall.M_DemoWall","0","94","99","1","48.405487","0","0"
"/Game/AdvancedMagicFX13/EpicContent/Materials/M_DefaultTextMaterialTranslucentUnlit.M_DefaultTextMaterialTranslucentUnlit","0","150","150","1","74.827858","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_slash02_4x4.M_ky_slash02_4x4","0","50","50","1","19.241777","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_slash01_4x4.M_ky_slash01_4x4","0","60","60","1","23.609324","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_trailGround01.M_ky_trailGround01","0","56","56","1","23.800297","0","0"
"/Game/AdvancedMagicFX12/Materials/M_ky_aura14.M_ky_aura14","0","90","90","2","34.935303","0","0"
"/Game/AdvancedMagicFX12/Materials/M_ky_turbDust.M_ky_turbDust","0","90","90","2","33.697556","0","0"
"/Game/AdvancedMagicFX12/Materials/M_ky_vortex04_4x4.M_ky_vortex04_4x4","0","72","72","2","25.648108","0","0"
"/Game/AdvancedMagicFX12/Materials/M_ky_shockWave03_4x4.M_ky_shockWave03_4x4","0","80","80","2","28.913292","0","0"
"/Game/AdvancedMagicFX12/Materials/M_ky_dust02uni_4x4.M_ky_dust02uni_4x4","0","50","50","1","17.887102","0","0"
"/Game/AdvancedMagicFX12/Materials/M_ky_shockwave07.M_ky_shockwave07","0","40","40","1","14.739395","0","0"
"/Game/AdvancedMagicFX12/Materials/M_ky_base_turbulence.M_ky_base_turbulence","0","40","40","1","15.242321","0","0"
"/Game/AdvancedMagicFX12/Materials/M_ky_dynDust.M_ky_dynDust","0","40","40","1","15.905405","0","0"
"/Game/AdvancedMagicFX12/Materials/M_ky_noiseSmoke2.M_ky_noiseSmoke2","0","40","40","1","20.314001","0","0"
"/Game/AdvancedMagicFX12/Materials/M_ky_empty.M_ky_empty","0","32","32","1","11.996639","0","0"
"/Game/AdvancedMagicFX12/Materials/M_ky_waterDust.M_ky_waterDust","0","132","132","1","77.555084","0","0"
"/Game/AdvancedMagicFX12/Materials/M_ky_trail_sword_attribute.M_ky_trail_sword_attribute","0","50","50","1","18.105339","0","0"
"/Game/AdvancedMagicFX12/Materials/M_ky_sword_black.M_ky_sword_black","0","24","24","1","11.012839","0","0"
"/Game/AdvancedMagicFX12/Materials/M_ky_primitive.M_ky_primitive","0","75","80","1","25.225521","0","0"
"/Game/AdvancedMagicFX12/Materials/M_ky_ice04.M_ky_ice04","0","60","60","1","20.883938","0","0"
"/Game/AdvancedMagicFX12/Materials/M_ky_trail_sword.M_ky_trail_sword","0","50","50","1","17.264643","0","0"
"/Game/AdvancedMagicFX12/Materials/M_ky_trail_sword_primitive.M_ky_trail_sword_primitive","0","50","50","1","17.734083","0","0"
"/Game/Player/Pspsps_Cat/MT_Pspsps_CatSkill1.MT_Pspsps_CatSkill1","0","151","151","1","220.426849","0","0"
"/Game/GoodSky/Source/Materials/Light_Function/M_GoodSky_StormLightning_LightFunction.M_GoodSky_StormLightning_LightFunction","0","17","17","1","4.524002","0","0"
